Interval,Transfer,Bandwidth
1510,88.2,740
1511,89.8,753
1512,87.9,737
1513,89.6,752
1514,88.5,742
1515,88.5,742
1516,88.4,741
1517,89.2,749
1518,88,738
1519,89.2,749
1520,88.4,741
1521,89.5,751
1522,88.5,742
1523,88.6,743
1524,88.2,740
1525,88.8,744
1526,89.6,752
1527,88,738
1528,89.5,751
1529,88.1,739
1530,88.2,740
1531,89.4,750
1532,88.1,739
1533,89.8,753
1534,88.4,741
1535,88.4,741
1536,89.4,750
1537,88.1,739
1538,89.6,752
1539,88.1,739
1540,88.5,742
1541,89.1,748
1542,88.4,741
1543,88.5,742
1544,89.8,753
1545,88.4,741
1546,88,738
1547,89.8,753
1548,88.1,739
1549,89.2,749
1550,88.2,740
1551,88.1,739
1552,89.8,753
1553,88.2,740
1554,88.4,741
1555,89.1,748
1556,88.6,743
1557,89.4,750
1558,88.4,741
1559,88.2,740
1560,88.6,743
1561,89.8,753
1562,88.8,744
1563,88.1,739
1564,88.4,741
1565,89.1,748
1566,88.6,743
1567,88.4,741
1568,88.6,743
1569,89.2,749
1570,89.2,749
1571,88,738
1572,89.4,750
1573,88.5,742
1574,88.8,744
1575,88.6,743
1576,88.1,739
1577,89.6,752
1578,88.5,742
1579,88.2,740
1580,88.8,744
1581,89.5,751
1582,88.4,741
1583,88.4,741
1584,88.5,742
1585,89.2,749
1586,88.8,744
1587,88.6,743
1588,89.2,749
1589,88.1,739
1590,88.4,741
1591,89.9,754
1592,88.2,740
1593,88,738
1594,89.8,753
1595,88.4,741
1596,88.2,740
1597,89.6,752
1598,88.4,741
1599,89.2,749
1600,88.4,741
1601,88.4,741
1602,88.5,742
1603,88.6,743
1604,89.6,752
1605,88.9,746
1606,88.4,741
1607,88.5,742
1608,89.2,749
1609,88.1,739
1610,89.5,751
1611,88.4,741
1612,88.4,741
1613,89.4,750
1614,88.5,742
1615,88.1,739
1616,89.2,749
1617,88,738
1618,89.2,749
1619,88.1,739
1620,89.5,751
1621,88.5,742
1622,88.8,744
1623,89.4,750
1624,88.2,740
1625,88.4,741
1626,89.4,750
1627,88.1,739
1628,89.5,751
1629,88.4,741
1630,88.4,741
1631,89.2,749
1632,88.2,740
1633,88.5,742
1634,88.6,743
1635,89.6,752
1636,88.1,739
1637,89.2,749
1638,88.4,741
1639,88.2,740
1640,89.5,751
1641,87.9,737
1642,89.8,753
1643,88,738
1644,89.6,752
1645,87.8,736
1646,89.6,752
1647,88.5,742
1648,88.2,740
